"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"chrome","1","272","3487489613824","46497792","25645056","21032","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --disable-nacl --origin-trial-disabled-features=WebGPU --lang=es --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1700328446272710 --launch-time-ticks=166992079733 --mojo-platform-channel-handle=5316 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","3.765625","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4700","8",,"False","11/20/2023 12:50:38 PM",,"13696",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21032","21032","25645056","25645056","618672","618672","28508160","28508160","52281344","52281344","3487506395136","-7049216","True","Normal","25645056","25645056","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","272","3487489613824","-23830528","False",,,,"46497792","46497792",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:01.0312500","00:00:03.7656250","00:00:02.7343750","0","","True",,
"chrome","1","310","3487494852608","51818496","29229056","29792","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --disable-nacl --origin-trial-disabled-features=WebGPU --lang=es --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1700328446272710 --launch-time-ticks=166992072694 --mojo-platform-channel-handle=5252 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","7.765625","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6068","8",,"False","11/20/2023 12:50:38 PM",,"13708",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","29792","29792","29229056","29229056","628904","628904","41058304","41058304","61407232","61407232","3487920717824","407273472","True","Normal","29229056","29229056","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","310","3487494852608","-18591744","False",,,,"51818496","51818496",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:01.0625000","00:00:07.7656250","00:00:06.7031250","0","","True",,
"chrome","1","248","2306922287104","26681344","20344832","18896","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=es --service-sandbox-type=service --mojo-platform-channel-handle=2216 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:8","System.Diagnostics.Process (chrome)","Google LLC","46.21875","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4800","8",,"False","11/20/2023 12:50:37 PM",,"13784",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18896","18896","20344832","20344832","605608","605608","34889728","34889728","41975808","41975808","2306958069760","560631808","True","Normal","20344832","20344832","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","248","2306922287104","524849152","False",,,,"26681344","26681344",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:08.8437500","00:00:46.2187500","00:00:37.3750000","0","","True",,
"chrome","1","502","2307109683200","96010240","67514368","62864","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=es --service-sandbox-type=none --mojo-platform-channel-handle=2164 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:8","System.Diagnostics.Process (chrome)","Google LLC","1232.265625","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6228","8",,"False","11/20/2023 12:50:37 PM",,"13960",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","62864","62864","67514368","67514368","734216","734216","147906560","147906560","174329856","174329856","2307554480128","1157042176","True","Normal","67514368","67514368","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","502","2307109683200","712245248","False",,,,"96010240","96010240",,"System.Diagnostics.ProcessModule (chrome.exe)","00:05:33.3437500","00:20:32.2656250","00:14:58.9218750","0","","True",,
"chrome","1","1140","3489839542272","184774656","147132416","45128","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --disable-nacl --origin-trial-disabled-features=WebGPU --lang=es --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1700328446272710 --launch-time-ticks=166992212230 --mojo-platform-channel-handle=5868 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","137.9375","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3084","8",,"False","11/20/2023 12:50:38 PM",,"14468",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","45128","45128","147132416","147132416","926008","926008","189636608","189636608","231616512","231616512","3492007591936","199180288","True","Normal","147132416","147132416","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","1140","3489839542272","-1968869376","False",,,,"184774656","184774656",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:14.2656250","00:02:17.9375000","00:02:03.6718750","0","","True",,
"chrome","1","290","3487492182016","62341120","29368320","21712","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --disable-nacl --origin-trial-disabled-features=WebGPU --lang=es --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1700328446272710 --launch-time-ticks=166992248282 --mojo-platform-channel-handle=5076 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","123.9375","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6500","8",,"False","11/20/2023 12:50:38 PM",,"14552",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21712","21712","29368320","29368320","617544","617544","31739904","31739904","69591040","69591040","3487515324416","1880064","True","Normal","29368320","29368320","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","290","3487492182016","-21262336","False",,,,"62341120","62341120",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:18.3750000","00:02:03.9375000","00:01:45.5625000","0","","True",,
"chrome","1","284","3487502331904","52690944","26386432","21168","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --disable-nacl --origin-trial-disabled-features=WebGPU --lang=es --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1700328446272710 --launch-time-ticks=166992290055 --mojo-platform-channel-handle=6124 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","8.03125","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5900","8",,"False","11/20/2023 12:50:38 PM",,"14620",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21168","21168","26386432","26386432","625080","625080","29499392","29499392","63377408","63377408","3487519113216","5668864","True","Normal","26386432","26386432","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","284","3487502331904","-11112448","False",,,,"52690944","52690944",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:01.5468750","00:00:08.0312500","00:00:06.4843750","0","","True",,
"chrome","1","263","3487464448000","37265408","16273408","19536","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --disable-nacl --origin-trial-disabled-features=WebGPU --lang=es --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1700328446272710 --launch-time-ticks=166992313956 --mojo-platform-channel-handle=6240 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","2.640625","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6252","8",,"False","11/20/2023 12:50:38 PM",,"14636",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19536","19536","16273408","16273408","622768","622768","16670720","16670720","42061824","42061824","3487920717824","407273472","True","Normal","16273408","16273408","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","263","3487464448000","-48996352","False",,,,"37265408","37265408",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.7343750","00:00:02.6406250","00:00:01.9062500","0","","True",,
"chrome","1","460","3489705988096","139395072","79171584","34752","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --disable-nacl --origin-trial-disabled-features=WebGPU --disable-gpu-compositing --lang=es --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=22423 --time-ticks-at-unix-epoch=-1700328446272710 --launch-time-ticks=745244549449 --mojo-platform-channel-handle=9840 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","18.875","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5392","4",,"False","11/27/2023 5:27:56 AM",,"16132",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","34752","34752","79171584","79171584","694056","694056","368095232","368095232","417415168","417415168","3494083448832","-2019930112","True","Idle","79171584","79171584","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","460","3489705988096","-2102423552","False",,,,"139395072","139395072",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:03.6406250","00:00:18.8750000","00:00:15.2343750","0","","True",,
"chrome","1","557","3489768230912","220631040","183672832","30608","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --disable-nacl --origin-trial-disabled-features=WebGPU --disable-gpu-compositing --lang=es --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=23058 --time-ticks-at-unix-epoch=-1700328446272710 --launch-time-ticks=758127740155 --mojo-platform-channel-handle=17328 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","19.75","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5964","4",,"False","11/27/2023 9:02:39 AM",,"16392",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","30608","30608","183672832","183672832","827912","827912","258203648","258203648","430039040","430039040","3489868095488","-1940316160","True","Idle","183672832","183672832","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","557","3489768230912","-2040180736","False",,,,"220631040","220631040",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:01.5781250","00:00:19.7500000","00:00:18.1718750","0","","True",,
"chrome","1","639","3487590002688","245698560","211648512","31368","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --disable-nacl --origin-trial-disabled-features=WebGPU --disable-gpu-compositing --lang=es --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=22383 --time-ticks-at-unix-epoch=-1700328446272710 --launch-time-ticks=744953363262 --mojo-platform-channel-handle=13284 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","51.390625","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3716","4",,"False","11/27/2023 5:23:05 AM",,"16820",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","31368","31368","211648512","211648512","812920","812920","366915584","366915584","455688192","455688192","3507130785792","-1857495040","True","Idle","211648512","211648512","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","639","3487590002688","76558336","False",,,,"245698560","245698560",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:05.2187500","00:00:51.3906250","00:00:46.1718750","0","","True",,
"chrome","1","488","3489733697536","118607872","77541376","26936","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --disable-nacl --origin-trial-disabled-features=WebGPU --disable-gpu-compositing --lang=es --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=22635 --time-ticks-at-unix-epoch=-1700328446272710 --launch-time-ticks=749359759817 --mojo-platform-channel-handle=25576 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","2.5625","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3976","4",,"False","11/27/2023 6:36:31 AM",,"19488",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26936","26936","77541376","77541376","826000","826000","115314688","115314688","229740544","229740544","3489784176640","-2024235008","True","Idle","77541376","77541376","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","488","3489733697536","-2074714112","False",,,,"118607872","118607872",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.5000000","00:00:02.5625000","00:00:02.0625000","0","","True",,
"chrome","1","262","3487448920064","42373120","16977920","20080","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --disable-nacl --origin-trial-disabled-features=WebGPU --disable-gpu-compositing --lang=es --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=22442 --time-ticks-at-unix-epoch=-1700328446272710 --launch-time-ticks=745544547523 --mojo-platform-channel-handle=10964 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","0.234375","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3708","8",,"False","11/27/2023 5:32:56 AM",,"19636",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20080","20080","16977920","16977920","641816","641816","17444864","17444864","49176576","49176576","3487461511168","-51933184","True","Normal","16977920","16977920","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","262","3487448920064","-64524288","False",,,,"42373120","42373120",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.1406250","00:00:00.2343750","00:00:00.0937500","0","","True",,
"chrome","1","674","3491923460096","217219072","221110272","37056","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --disable-nacl --origin-trial-disabled-features=WebGPU --disable-gpu-compositing --lang=es --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=22392 --time-ticks-at-unix-epoch=-1700328446272710 --launch-time-ticks=744958411524 --mojo-platform-channel-handle=32160 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","31.03125","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2452","4",,"False","11/27/2023 5:23:10 AM",,"21784",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","37056","37056","221110272","221110272","916768","916768","288124928","288124928","390877184","390877184","3502762209280","-1931104256","True","Idle","221110272","221110272","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","674","3491923460096","115048448","False",,,,"217219072","217219072",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:04.3125000","00:00:31.0312500","00:00:26.7187500","0","","True",,
"chrome","1","488","3491915849728","183308288","147247104","33928","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --disable-nacl --origin-trial-disabled-features=WebGPU --disable-gpu-compositing --lang=es --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=23042 --time-ticks-at-unix-epoch=-1700328446272710 --launch-time-ticks=758061375695 --mojo-platform-channel-handle=17820 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","8.015625","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5996","4",,"False","11/27/2023 9:01:33 AM",,"22000",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","33928","33928","147247104","147247104","774928","774928","280080384","280080384","476819456","476819456","3491915853824","107442176","True","Idle","147247104","147247104","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","488","3491915849728","107438080","False",,,,"183308288","183308288",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:01.1250000","00:00:08.0156250","00:00:06.8906250","0","","True",,
"chrome","1","474","2307382403072","109084672","117116928","65200","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=gpu-process --gpu-preferences=WAAAAAAAAADgAAAMAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --use-angle=swiftshader-webgl --mojo-platform-channel-handle=11452 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:2","System.Diagnostics.Process (chrome)","Google LLC","2446.34375","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6852","10",,"False","11/25/2023 11:08:29 AM",,"23044",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","65200","65200","117116928","117116928","957832","957832","136437760","136437760","248750080","248750080","2307468308480","1070870528","True","AboveNormal","117116928","117116928","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","474","2307382403072","984965120","False",,,,"109084672","109084672",,"System.Diagnostics.ProcessModule (chrome.exe)","00:13:30.5000000","00:40:46.3437500","00:27:15.8437500","0","","True",,
"chrome","1","234","3487441108992","29966336","18116608","19064","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --disable-nacl --origin-trial-disabled-features=WebGPU --disable-gpu-compositing --lang=es --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=23234 --time-ticks-at-unix-epoch=-1700328446272710 --launch-time-ticks=761661530516 --mojo-platform-channel-handle=30896 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","0.03125","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3672","4",,"False","11/27/2023 10:01:33 AM",,"23104",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19064","19064","18116608","18116608","733056","733056","18464768","18464768","30035968","30035968","3487441113088","-72331264","True","Idle","18116608","18116608","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","234","3487441108992","-72335360","False",,,,"29966336","29966336",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00","00:00:00.0312500","00:00:00.0312500","0","","True",,
"chrome","1","825","3487566532608","87998464","117403648","24160","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --disable-nacl --origin-trial-disabled-features=WebGPU --disable-gpu-compositing --lang=es --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=22537 --time-ticks-at-unix-epoch=-1700328446272710 --launch-time-ticks=747507956540 --mojo-platform-channel-handle=22476 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","1.8125","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4448","4",,"False","11/27/2023 6:05:40 AM",,"23504",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24160","24160","117403648","117403648","810088","810088","153407488","153407488","225738752","225738752","3487590981632","77537280","True","Idle","117403648","117403648","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","825","3487566532608","53088256","False",,,,"87998464","87998464",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.0937500","00:00:01.8125000","00:00:01.7187500","0","","True",,
"chrome","1","590","3491924680704","164016128","120655872","32632","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --disable-nacl --origin-trial-disabled-features=WebGPU --disable-gpu-compositing --lang=es --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=21915 --time-ticks-at-unix-epoch=-1700328446272710 --launch-time-ticks=730145639791 --mojo-platform-channel-handle=7812 --field-trial-handle=1824,i,16416619259745427915,6357833088597077354,262144 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","54.5625","119.0.6045.160","119.0.6045.160","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4032","4",,"False","11/27/2023 1:16:17 AM",,"23756",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","32632","32632","120655872","120655872","788080","788080","154554368","154554368","240631808","240631808","3498427387904","-1970958336","True","Idle","120655872","120655872","chrome","255","1",,"System.Diagnostics.ProcessThreadCollection","590","3491924680704","116269056","False",,,,"164016128","164016128",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:06.3437500","00:00:54.5625000","00:00:48.2187500","0","","True",,
